Path,Label,k-fold,Label_enc
Black Gram/Image_985.jpg,Black Gram,2.0,1
Split Black Gram/Image_135_fa (91).jpg,Split Black Gram,3.0,10
Red Kidney Beans/Image_508.jpg,Red Kidney Beans,2.0,7
Black Gram/Image_533.jpg,Black Gram,2.0,1
Chickpeas/Image_41.jpg,Chickpeas,2.0,2
Split Black Gram/Image_297.jpg,Split Black Gram,3.0,10
White Kidney Beans/Image_669.jpg,White Kidney Beans,2.0,12
Red Lentils/Image_635.jpg,Red Lentils,2.0,8
Yellow Lentils/Image_310.jpg,Yellow Lentils,2.0,13
Black Gram/Image_207_f (60).jpg,Black Gram,2.0,1
Split Green Gram/Image_326.jpg,Split Green Gram,2.0,11
Split Green Gram/Image_999.jpg,Split Green Gram,2.0,11
Green Gram/Image_580.jpg,Green Gram,2.0,5
Yellow Lentils/Image_823.jpg,Yellow Lentils,2.0,13
Split & Skinned Black Gram/Image_110.jpg,Split & Skinned Black Gram,2.0,9
Black Gram/Image_348_a (17).jpg,Black Gram,2.0,1
White Kidney Beans/Image_614.jpg,White Kidney Beans,2.0,12
Red Lentils/Image_29.jpg,Red Lentils,2.0,8
Split & Skinned Black Gram/Image_842fga (236).jpg,Split & Skinned Black Gram,2.0,9
Green Chickpeas/Image_428.jpg,Green Chickpeas,3.0,4
Adzuki Beans/Image_64.jpg,Adzuki Beans,2.0,0
Green Gram/Image_867.jpg,Green Gram,2.0,5
Green Chickpeas/Image_500.jpg,Green Chickpeas,3.0,4
Red Lentils/Image_380.jpg,Red Lentils,2.0,8
Black Gram/Image_214.jpg,Black Gram,2.0,1
Red Lentils/Image_271.jpg,Red Lentils,2.0,8
Yellow Lentils/Image_569.jpg,Yellow Lentils,2.0,13
Adzuki Beans/Image_330.jpg,Adzuki Beans,2.0,0
Adzuki Beans/Image_40.jpg,Adzuki Beans,2.0,0
Red Kidney Beans/Image_463.jpg,Red Kidney Beans,2.0,7
White Kidney Beans/Image_910.jpg,White Kidney Beans,2.0,12
Red Lentils/Image_218.jpg,Red Lentils,2.0,8
Pinto Beans/Image_682.jpg,Pinto Beans,2.0,6
Red Kidney Beans/Image_984.jpg,Red Kidney Beans,2.0,7
Split & Skinned Black Gram/Image_842fga (6).jpg,Split & Skinned Black Gram,2.0,9
Red Lentils/Image_182.jpg,Red Lentils,2.0,8
Red Kidney Beans/Image_253.jpg,Red Kidney Beans,2.0,7
Adzuki Beans/Image_787.jpg,Adzuki Beans,2.0,0
White Kidney Beans/Image_103.jpg,White Kidney Beans,2.0,12
White Kidney Beans/Image_15.jpg,White Kidney Beans,2.0,12
Black Gram/Image_336.jpg,Black Gram,2.0,1
Split Black Gram/Image_844.jpg,Split Black Gram,3.0,10
Red Lentils/Image_916.jpg,Red Lentils,2.0,8
White Kidney Beans/Image_328.jpg,White Kidney Beans,2.0,12
Chickpeas/Image_965.jpg,Chickpeas,2.0,2
Split Green Gram/Image_383.jpg,Split Green Gram,2.0,11
Red Lentils/Image_667.jpg,Red Lentils,2.0,8
Pinto Beans/Image_436.jpg,Pinto Beans,2.0,6
Split Green Gram/Image_869.jpg,Split Green Gram,2.0,11
Green Chickpeas/Image_984.jpg,Green Chickpeas,3.0,4
Split Black Gram/Image_13.jpg,Split Black Gram,3.0,10
Green Chickpeas/Image_893.jpg,Green Chickpeas,3.0,4
Split Black Gram/Image_340.jpg,Split Black Gram,3.0,10
Dew Bean/Image_849.jpg,Dew Bean,2.0,3
Adzuki Beans/Image_355.jpg,Adzuki Beans,2.0,0
White Kidney Beans/Image_82.jpg,White Kidney Beans,2.0,12
Split & Skinned Black Gram/Image_330.jpg,Split & Skinned Black Gram,2.0,9
Black Gram/Image_207_f (96).jpg,Black Gram,2.0,1
Split & Skinned Black Gram/Image_417.jpg,Split & Skinned Black Gram,2.0,9
Yellow Lentils/Image_11.jpg,Yellow Lentils,2.0,13
Split Black Gram/Image_899.jpg,Split Black Gram,3.0,10
Yellow Lentils/Image_151.jpg,Yellow Lentils,2.0,13
Black Gram/Image_448.jpg,Black Gram,2.0,1
Split Black Gram/Image_635.jpg,Split Black Gram,3.0,10
Adzuki Beans/Image_825.jpg,Adzuki Beans,2.0,0
Adzuki Beans/Image_647.jpg,Adzuki Beans,2.0,0
Split & Skinned Black Gram/Image_727.jpg,Split & Skinned Black Gram,2.0,9
Split Black Gram/Image_335.jpg,Split Black Gram,3.0,10
Adzuki Beans/Image_945.jpg,Adzuki Beans,2.0,0
Red Kidney Beans/Image_145.jpg,Red Kidney Beans,2.0,7
Adzuki Beans/Image_108.jpg,Adzuki Beans,2.0,0
Yellow Lentils/Image_708.jpg,Yellow Lentils,2.0,13
Yellow Lentils/Image_8.jpg,Yellow Lentils,2.0,13
Green Chickpeas/Image_209.jpg,Green Chickpeas,3.0,4
Red Lentils/Image_92.jpg,Red Lentils,2.0,8
Pinto Beans/Image_301.jpg,Pinto Beans,2.0,6
Green Chickpeas/Image_300.jpg,Green Chickpeas,3.0,4
Dew Bean/Image_255.jpg,Dew Bean,2.0,3
Green Chickpeas/Image_858.jpg,Green Chickpeas,3.0,4
Chickpeas/Image_124.jpg,Chickpeas,2.0,2
Adzuki Beans/Image_520.jpg,Adzuki Beans,2.0,0
Red Kidney Beans/Image_878.jpg,Red Kidney Beans,2.0,7
Dew Bean/Image_172.jpg,Dew Bean,2.0,3
Yellow Lentils/Image_881.jpg,Yellow Lentils,2.0,13
Green Chickpeas/Image_193.jpg,Green Chickpeas,3.0,4
Green Chickpeas/Image_214.jpg,Green Chickpeas,3.0,4
Split Green Gram/Image_399.jpg,Split Green Gram,2.0,11
Adzuki Beans/Image_457.jpg,Adzuki Beans,2.0,0
Black Gram/Image_574.jpg,Black Gram,2.0,1
Green Chickpeas/Image_264.jpg,Green Chickpeas,3.0,4
Pinto Beans/Image_14.jpg,Pinto Beans,2.0,6
Red Lentils/Image_815.jpg,Red Lentils,2.0,8
Yellow Lentils/Image_274.jpg,Yellow Lentils,2.0,13
Green Chickpeas/Image_876.jpg,Green Chickpeas,3.0,4
Green Chickpeas/Image_830.jpg,Green Chickpeas,3.0,4
Adzuki Beans/Image_638.jpg,Adzuki Beans,2.0,0
Dew Bean/Image_156.jpg,Dew Bean,2.0,3
Yellow Lentils/Image_405.jpg,Yellow Lentils,2.0,13
Split Green Gram/Image_145.jpg,Split Green Gram,2.0,11
Adzuki Beans/Image_106.jpg,Adzuki Beans,2.0,0
Yellow Lentils/Image_801.jpg,Yellow Lentils,2.0,13
Green Chickpeas/Image_943.jpg,Green Chickpeas,3.0,4
Split & Skinned Black Gram/Image_359.jpg,Split & Skinned Black Gram,2.0,9
Chickpeas/Image_553.jpg,Chickpeas,2.0,2
Pinto Beans/Image_409.jpg,Pinto Beans,3.0,6
Split Black Gram/Image_135_fa (66).jpg,Split Black Gram,3.0,10
Green Chickpeas/Image_821.jpg,Green Chickpeas,3.0,4
Pinto Beans/Image_381.jpg,Pinto Beans,3.0,6
Pinto Beans/Image_134.jpg,Pinto Beans,3.0,6
Adzuki Beans/Image_502.jpg,Adzuki Beans,2.0,0
Split & Skinned Black Gram/Image_719.jpg,Split & Skinned Black Gram,2.0,9
Chickpeas/Image_763.jpg,Chickpeas,2.0,2
Yellow Lentils/Image_163.jpg,Yellow Lentils,2.0,13
Adzuki Beans/Image_49.jpg,Adzuki Beans,2.0,0
White Kidney Beans/Image_152.jpg,White Kidney Beans,2.0,12
Chickpeas/Image_588.jpg,Chickpeas,2.0,2
Split & Skinned Black Gram/Image_842fga (69).jpg,Split & Skinned Black Gram,2.0,9
Chickpeas/Image_547.jpg,Chickpeas,2.0,2
Yellow Lentils/Image_287.jpg,Yellow Lentils,2.0,13
Yellow Lentils/Image_805.jpg,Yellow Lentils,2.0,13
Split & Skinned Black Gram/Image_946.jpg,Split & Skinned Black Gram,2.0,9
Red Lentils/Image_430.jpg,Red Lentils,2.0,8
Chickpeas/Image_697.jpg,Chickpeas,2.0,2
Split Green Gram/Image_614.jpg,Split Green Gram,2.0,11
Split & Skinned Black Gram/Image_842fga (154).jpg,Split & Skinned Black Gram,3.0,9
Chickpeas/Image_720.jpg,Chickpeas,2.0,2
Split & Skinned Black Gram/Image_167.jpg,Split & Skinned Black Gram,3.0,9
Dew Bean/Image_968.jpg,Dew Bean,2.0,3
Red Lentils/Image_527.jpg,Red Lentils,2.0,8
Green Gram/Image_20.jpg,Green Gram,2.0,5
Red Lentils/Image_585.jpg,Red Lentils,2.0,8
Red Kidney Beans/Image_274.jpg,Red Kidney Beans,2.0,7
Split & Skinned Black Gram/Image_49.jpg,Split & Skinned Black Gram,3.0,9
Split Black Gram/Image_135_fa (3).jpg,Split Black Gram,3.0,10
Green Chickpeas/Image_833.jpg,Green Chickpeas,3.0,4
Split Black Gram/Image_553.jpg,Split Black Gram,3.0,10
Adzuki Beans/Image_298.jpg,Adzuki Beans,3.0,0
Pinto Beans/Image_707.jpg,Pinto Beans,3.0,6
White Kidney Beans/Image_167.jpg,White Kidney Beans,2.0,12
Red Kidney Beans/Image_28.jpg,Red Kidney Beans,2.0,7
Green Gram/Image_512.jpg,Green Gram,2.0,5
White Kidney Beans/Image_846.jpg,White Kidney Beans,2.0,12
Chickpeas/Image_189.jpg,Chickpeas,2.0,2
Split Black Gram/Image_135_fa (174).jpg,Split Black Gram,3.0,10
Split & Skinned Black Gram/Image_483.jpg,Split & Skinned Black Gram,3.0,9
Adzuki Beans/Image_340.jpg,Adzuki Beans,3.0,0
Green Gram/Image_408.jpg,Green Gram,2.0,5
Pinto Beans/Image_428.jpg,Pinto Beans,3.0,6
Split Black Gram/Image_529_gg (46).jpg,Split Black Gram,3.0,10
Green Chickpeas/Image_307.jpg,Green Chickpeas,3.0,4
White Kidney Beans/Image_361.jpg,White Kidney Beans,2.0,12
Green Chickpeas/Image_574.jpg,Green Chickpeas,3.0,4
Red Lentils/Image_179.jpg,Red Lentils,2.0,8
Yellow Lentils/Image_532.jpg,Yellow Lentils,3.0,13
Black Gram/Image_207_f (33).jpg,Black Gram,2.0,1
Yellow Lentils/Image_929.jpg,Yellow Lentils,3.0,13
Split & Skinned Black Gram/Image_842fga (19).jpg,Split & Skinned Black Gram,3.0,9
Green Chickpeas/Image_457.jpg,Green Chickpeas,3.0,4
Green Chickpeas/Image_181.jpg,Green Chickpeas,3.0,4
Green Gram/Image_547.jpg,Green Gram,2.0,5
Green Gram/Image_492.jpg,Green Gram,2.0,5
Split & Skinned Black Gram/Image_948.jpg,Split & Skinned Black Gram,3.0,9
Green Gram/Image_954.jpg,Green Gram,2.0,5
Yellow Lentils/Image_430.jpg,Yellow Lentils,3.0,13
Pinto Beans/Image_298.jpg,Pinto Beans,3.0,6
Split & Skinned Black Gram/Image_842fga (211).jpg,Split & Skinned Black Gram,3.0,9
Black Gram/Image_207_f (39).jpg,Black Gram,2.0,1
Split Black Gram/Image_135_fa (147).jpg,Split Black Gram,3.0,10
Split Black Gram/Image_127.jpg,Split Black Gram,3.0,10
Chickpeas/Image_9.jpg,Chickpeas,2.0,2
Chickpeas/Image_542.jpg,Chickpeas,2.0,2
Green Gram/Image_400.jpg,Green Gram,2.0,5
Black Gram/Image_207_f (86).jpg,Black Gram,3.0,1
Split & Skinned Black Gram/Image_842fga (218).jpg,Split & Skinned Black Gram,3.0,9
Red Kidney Beans/Image_486.jpg,Red Kidney Beans,2.0,7
Split Green Gram/Image_155.jpg,Split Green Gram,2.0,11
Pinto Beans/Image_529.jpg,Pinto Beans,3.0,6
Red Lentils/Image_904.jpg,Red Lentils,2.0,8
Black Gram/Image_749.jpg,Black Gram,3.0,1
Split Green Gram/Image_823.jpg,Split Green Gram,2.0,11
Red Kidney Beans/Image_844.jpg,Red Kidney Beans,2.0,7
Chickpeas/Image_589.jpg,Chickpeas,2.0,2
Pinto Beans/Image_765.jpg,Pinto Beans,3.0,6
Red Lentils/Image_169.jpg,Red Lentils,2.0,8
Dew Bean/Image_473.jpg,Dew Bean,2.0,3
Yellow Lentils/Image_854.jpg,Yellow Lentils,3.0,13
Green Gram/Image_669.jpg,Green Gram,2.0,5
Dew Bean/Image_991.jpg,Dew Bean,2.0,3
Split Black Gram/Image_106.jpg,Split Black Gram,3.0,10
Yellow Lentils/Image_428.jpg,Yellow Lentils,3.0,13
Pinto Beans/Image_640.jpg,Pinto Beans,3.0,6
Red Lentils/Image_697.jpg,Red Lentils,2.0,8
Red Lentils/Image_484.jpg,Red Lentils,2.0,8
Chickpeas/Image_789.jpg,Chickpeas,2.0,2
Green Gram/Image_505.jpg,Green Gram,2.0,5
Split Black Gram/Image_135_fa (158).jpg,Split Black Gram,3.0,10
Chickpeas/Image_545.jpg,Chickpeas,2.0,2
Yellow Lentils/Image_910.jpg,Yellow Lentils,3.0,13
White Kidney Beans/Image_198.jpg,White Kidney Beans,2.0,12
Black Gram/Image_207_f (66).jpg,Black Gram,3.0,1
Red Kidney Beans/Image_686.jpg,Red Kidney Beans,2.0,7
Split Black Gram/Image_479.jpg,Split Black Gram,3.0,10
Red Lentils/Image_818.jpg,Red Lentils,2.0,8
Green Gram/Image_305.jpg,Green Gram,2.0,5
Dew Bean/Image_872.jpg,Dew Bean,2.0,3
Green Chickpeas/Image_814.jpg,Green Chickpeas,3.0,4
Green Gram/Image_142.jpg,Green Gram,2.0,5
Black Gram/Image_158.jpg,Black Gram,3.0,1
Adzuki Beans/Image_458.jpg,Adzuki Beans,3.0,0
Split & Skinned Black Gram/Image_789_ad (1).jpg,Split & Skinned Black Gram,3.0,9
Pinto Beans/Image_104.jpg,Pinto Beans,3.0,6
Pinto Beans/Image_384.jpg,Pinto Beans,3.0,6
Green Gram/Image_906.jpg,Green Gram,2.0,5
Red Kidney Beans/Image_319.jpg,Red Kidney Beans,2.0,7
Green Gram/Image_147.jpg,Green Gram,2.0,5
Yellow Lentils/Image_749.jpg,Yellow Lentils,3.0,13
Adzuki Beans/Image_512.jpg,Adzuki Beans,3.0,0
Pinto Beans/Image_805.jpg,Pinto Beans,3.0,6
Yellow Lentils/Image_931.jpg,Yellow Lentils,3.0,13
Green Gram/Image_51.jpg,Green Gram,2.0,5
Red Kidney Beans/Image_27.jpg,Red Kidney Beans,2.0,7
Green Chickpeas/Image_851.jpg,Green Chickpeas,3.0,4
Red Lentils/Image_550.jpg,Red Lentils,2.0,8
Yellow Lentils/Image_327.jpg,Yellow Lentils,3.0,13
Black Gram/Image_457.jpg,Black Gram,3.0,1
Green Gram/Image_944.jpg,Green Gram,2.0,5
Red Lentils/Image_198.jpg,Red Lentils,2.0,8
Yellow Lentils/Image_745.jpg,Yellow Lentils,3.0,13
Pinto Beans/Image_455.jpg,Pinto Beans,3.0,6
Red Lentils/Image_431.jpg,Red Lentils,3.0,8
Split Green Gram/Image_725.jpg,Split Green Gram,2.0,11
Red Lentils/Image_86.jpg,Red Lentils,3.0,8
Split & Skinned Black Gram/Image_73.jpg,Split & Skinned Black Gram,3.0,9
Black Gram/Image_153.jpg,Black Gram,3.0,1
Chickpeas/Image_152.jpg,Chickpeas,2.0,2
Split & Skinned Black Gram/Image_842fga (1).jpg,Split & Skinned Black Gram,3.0,9
Split Green Gram/Image_257.jpg,Split Green Gram,2.0,11
White Kidney Beans/Image_896.jpg,White Kidney Beans,2.0,12
Pinto Beans/Image_981.jpg,Pinto Beans,3.0,6
Black Gram/Image_177.jpg,Black Gram,3.0,1
Red Kidney Beans/Image_632.jpg,Red Kidney Beans,2.0,7
Pinto Beans/Image_597.jpg,Pinto Beans,3.0,6
Adzuki Beans/Image_977.jpg,Adzuki Beans,3.0,0
Green Gram/Image_444.jpg,Green Gram,2.0,5
White Kidney Beans/Image_153.jpg,White Kidney Beans,2.0,12
Chickpeas/Image_944.jpg,Chickpeas,2.0,2
Chickpeas/Image_948.jpg,Chickpeas,2.0,2
Split & Skinned Black Gram/Image_765.jpg,Split & Skinned Black Gram,3.0,9
Split Black Gram/Image_135_fa (144).jpg,Split Black Gram,3.0,10
Red Kidney Beans/Image_227.jpg,Red Kidney Beans,2.0,7
White Kidney Beans/Image_253.jpg,White Kidney Beans,2.0,12
Black Gram/Image_207_f (10).jpg,Black Gram,3.0,1
White Kidney Beans/Image_403.jpg,White Kidney Beans,2.0,12
Green Gram/Image_977.jpg,Green Gram,2.0,5
Red Kidney Beans/Image_470.jpg,Red Kidney Beans,2.0,7
Dew Bean/Image_675.jpg,Dew Bean,2.0,3
Green Gram/Image_567.jpg,Green Gram,3.0,5
Yellow Lentils/Image_832.jpg,Yellow Lentils,3.0,13
Chickpeas/Image_836.jpg,Chickpeas,2.0,2
Dew Bean/Image_369.jpg,Dew Bean,2.0,3
Green Gram/Image_454.jpg,Green Gram,3.0,5
Red Kidney Beans/Image_820.jpg,Red Kidney Beans,2.0,7
Green Chickpeas/Image_21.jpg,Green Chickpeas,3.0,4
Pinto Beans/Image_9.jpg,Pinto Beans,3.0,6
Adzuki Beans/Image_17.jpg,Adzuki Beans,3.0,0
Green Chickpeas/Image_580.jpg,Green Chickpeas,3.0,4
Split Green Gram/Image_196.jpg,Split Green Gram,2.0,11
Yellow Lentils/Image_743.jpg,Yellow Lentils,3.0,13
White Kidney Beans/Image_725.jpg,White Kidney Beans,2.0,12
Dew Bean/Image_598.jpg,Dew Bean,2.0,3
Adzuki Beans/Image_889.jpg,Adzuki Beans,3.0,0
Adzuki Beans/Image_533.jpg,Adzuki Beans,3.0,0
Pinto Beans/Image_692.jpg,Pinto Beans,3.0,6
Green Gram/Image_7.jpg,Green Gram,3.0,5
Split & Skinned Black Gram/Image_369.jpg,Split & Skinned Black Gram,3.0,9
Dew Bean/Image_367.jpg,Dew Bean,2.0,3
Adzuki Beans/Image_933.jpg,Adzuki Beans,3.0,0
Pinto Beans/Image_970.jpg,Pinto Beans,3.0,6
Split Black Gram/Image_258.jpg,Split Black Gram,3.0,10
Red Lentils/Image_158.jpg,Red Lentils,3.0,8
Red Kidney Beans/Image_144.jpg,Red Kidney Beans,2.0,7
Green Gram/Image_146.jpg,Green Gram,3.0,5
Green Gram/Image_892.jpg,Green Gram,3.0,5
Split Black Gram/Image_135_fa (126).jpg,Split Black Gram,3.0,10
Chickpeas/Image_573.jpg,Chickpeas,2.0,2
Red Lentils/Image_412.jpg,Red Lentils,3.0,8
Pinto Beans/Image_193.jpg,Pinto Beans,3.0,6
Green Gram/Image_769.jpg,Green Gram,3.0,5
White Kidney Beans/Image_983.jpg,White Kidney Beans,2.0,12
Chickpeas/Image_272.jpg,Chickpeas,2.0,2
Red Lentils/Image_469.jpg,Red Lentils,3.0,8
Red Kidney Beans/Image_294.jpg,Red Kidney Beans,2.0,7
Red Kidney Beans/Image_264.jpg,Red Kidney Beans,2.0,7
Adzuki Beans/Image_371.jpg,Adzuki Beans,3.0,0
Adzuki Beans/Image_746.jpg,Adzuki Beans,3.0,0
Split & Skinned Black Gram/Image_155.jpg,Split & Skinned Black Gram,3.0,9
Green Chickpeas/Image_759.jpg,Green Chickpeas,3.0,4
Red Kidney Beans/Image_881.jpg,Red Kidney Beans,2.0,7
Pinto Beans/Image_709.jpg,Pinto Beans,3.0,6
Black Gram/Image_995.jpg,Black Gram,3.0,1
White Kidney Beans/Image_49.jpg,White Kidney Beans,2.0,12
Split & Skinned Black Gram/Image_309.jpg,Split & Skinned Black Gram,3.0,9
Red Kidney Beans/Image_287.jpg,Red Kidney Beans,2.0,7
Chickpeas/Image_395.jpg,Chickpeas,2.0,2
Black Gram/Image_207_f (46).jpg,Black Gram,3.0,1
Red Kidney Beans/Image_504.jpg,Red Kidney Beans,2.0,7
Red Kidney Beans/Image_880.jpg,Red Kidney Beans,2.0,7
Yellow Lentils/Image_852.jpg,Yellow Lentils,3.0,13
Yellow Lentils/Image_304.jpg,Yellow Lentils,3.0,13
Split Black Gram/Image_135_fa (43).jpg,Split Black Gram,3.0,10
White Kidney Beans/Image_657.jpg,White Kidney Beans,2.0,12
Split & Skinned Black Gram/Image_933.jpg,Split & Skinned Black Gram,3.0,9
Black Gram/Image_207_f (52).jpg,Black Gram,3.0,1
Split Black Gram/Image_135_fa (62).jpg,Split Black Gram,3.0,10
Red Lentils/Image_37.jpg,Red Lentils,3.0,8
Green Gram/Image_92.jpg,Green Gram,3.0,5
Adzuki Beans/Image_119.jpg,Adzuki Beans,3.0,0
Green Gram/Image_967.jpg,Green Gram,3.0,5
Green Gram/Image_310.jpg,Green Gram,3.0,5
Dew Bean/Image_456.jpg,Dew Bean,2.0,3
Dew Bean/Image_818.jpg,Dew Bean,2.0,3
Split Green Gram/Image_853.jpg,Split Green Gram,2.0,11
Split Green Gram/Image_810.jpg,Split Green Gram,2.0,11
Dew Bean/Image_308.jpg,Dew Bean,2.0,3
White Kidney Beans/Image_835.jpg,White Kidney Beans,3.0,12
Split Green Gram/Image_683.jpg,Split Green Gram,2.0,11
Green Gram/Image_201.jpg,Green Gram,3.0,5
Black Gram/Image_707.jpg,Black Gram,3.0,1
Red Kidney Beans/Image_931.jpg,Red Kidney Beans,2.0,7
Split & Skinned Black Gram/Image_363.jpg,Split & Skinned Black Gram,3.0,9
Yellow Lentils/Image_724.jpg,Yellow Lentils,3.0,13
Black Gram/Image_348_a (5).jpg,Black Gram,3.0,1
Split & Skinned Black Gram/Image_607.jpg,Split & Skinned Black Gram,3.0,9
Dew Bean/Image_85.jpg,Dew Bean,2.0,3
Dew Bean/Image_925.jpg,Dew Bean,2.0,3
Adzuki Beans/Image_957.jpg,Adzuki Beans,3.0,0
Red Kidney Beans/Image_710.jpg,Red Kidney Beans,2.0,7
Pinto Beans/Image_800.jpg,Pinto Beans,3.0,6
Yellow Lentils/Image_814.jpg,Yellow Lentils,3.0,13
Red Kidney Beans/Image_677.jpg,Red Kidney Beans,2.0,7
Adzuki Beans/Image_966.jpg,Adzuki Beans,3.0,0
Pinto Beans/Image_276.jpg,Pinto Beans,3.0,6
Red Lentils/Image_673.jpg,Red Lentils,3.0,8
Red Lentils/Image_306.jpg,Red Lentils,3.0,8
Yellow Lentils/Image_590.jpg,Yellow Lentils,3.0,13
Pinto Beans/Image_75.jpg,Pinto Beans,3.0,6
Black Gram/Image_420.jpg,Black Gram,3.0,1
Pinto Beans/Image_38.jpg,Pinto Beans,3.0,6
Red Kidney Beans/Image_221.jpg,Red Kidney Beans,3.0,7
Green Gram/Image_117.jpg,Green Gram,3.0,5
Chickpeas/Image_975.jpg,Chickpeas,2.0,2
Yellow Lentils/Image_417.jpg,Yellow Lentils,3.0,13
Green Chickpeas/Image_854.jpg,Green Chickpeas,3.0,4
Green Chickpeas/Image_528.jpg,Green Chickpeas,3.0,4
White Kidney Beans/Image_526.jpg,White Kidney Beans,3.0,12
Green Chickpeas/Image_452.jpg,Green Chickpeas,3.0,4
White Kidney Beans/Image_339.jpg,White Kidney Beans,3.0,12
Dew Bean/Image_274.jpg,Dew Bean,2.0,3
Red Kidney Beans/Image_380.jpg,Red Kidney Beans,3.0,7
Green Chickpeas/Image_993.jpg,Green Chickpeas,3.0,4
Green Gram/Image_917.jpg,Green Gram,3.0,5
Pinto Beans/Image_3.jpg,Pinto Beans,3.0,6
Chickpeas/Image_607.jpg,Chickpeas,2.0,2
Red Kidney Beans/Image_889.jpg,Red Kidney Beans,3.0,7
Pinto Beans/Image_106.jpg,Pinto Beans,3.0,6
Green Gram/Image_734.jpg,Green Gram,3.0,5
Pinto Beans/Image_955.jpg,Pinto Beans,3.0,6
Yellow Lentils/Image_682.jpg,Yellow Lentils,3.0,13
Adzuki Beans/Image_216.jpg,Adzuki Beans,3.0,0
Red Lentils/Image_553.jpg,Red Lentils,3.0,8
Dew Bean/Image_896.jpg,Dew Bean,3.0,3
Split & Skinned Black Gram/Image_842fga (227).jpg,Split & Skinned Black Gram,3.0,9
Red Lentils/Image_913.jpg,Red Lentils,3.0,8
Green Chickpeas/Image_313.jpg,Green Chickpeas,3.0,4
Chickpeas/Image_255.jpg,Chickpeas,2.0,2
Dew Bean/Image_38.jpg,Dew Bean,3.0,3
Pinto Beans/Image_994.jpg,Pinto Beans,3.0,6
Red Lentils/Image_669.jpg,Red Lentils,3.0,8
Split Black Gram/Image_529_gg (55).jpg,Split Black Gram,3.0,10
Yellow Lentils/Image_964.jpg,Yellow Lentils,3.0,13
Chickpeas/Image_477.jpg,Chickpeas,2.0,2
Red Lentils/Image_84.jpg,Red Lentils,3.0,8
Dew Bean/Image_284.jpg,Dew Bean,3.0,3
Yellow Lentils/Image_505.jpg,Yellow Lentils,3.0,13
Green Chickpeas/Image_841.jpg,Green Chickpeas,3.0,4
White Kidney Beans/Image_889.jpg,White Kidney Beans,3.0,12
Chickpeas/Image_188.jpg,Chickpeas,2.0,2
Pinto Beans/Image_590.jpg,Pinto Beans,3.0,6
Split Black Gram/Image_529_gg (16).jpg,Split Black Gram,3.0,10
Dew Bean/Image_516.jpg,Dew Bean,3.0,3
Chickpeas/Image_870.jpg,Chickpeas,2.0,2
White Kidney Beans/Image_332.jpg,White Kidney Beans,3.0,12
Adzuki Beans/Image_361.jpg,Adzuki Beans,3.0,0
Pinto Beans/Image_563.jpg,Pinto Beans,3.0,6
Chickpeas/Image_456.jpg,Chickpeas,2.0,2
Dew Bean/Image_479.jpg,Dew Bean,3.0,3
Split Black Gram/Image_135_fa (155).jpg,Split Black Gram,3.0,10
Adzuki Beans/Image_887.jpg,Adzuki Beans,3.0,0
Red Lentils/Image_786.jpg,Red Lentils,3.0,8
Yellow Lentils/Image_108.jpg,Yellow Lentils,3.0,13
Green Chickpeas/Image_902.jpg,Green Chickpeas,3.0,4
Red Kidney Beans/Image_794.jpg,Red Kidney Beans,3.0,7
Red Lentils/Image_962.jpg,Red Lentils,3.0,8
Green Chickpeas/Image_96.jpg,Green Chickpeas,3.0,4
Yellow Lentils/Image_305.jpg,Yellow Lentils,3.0,13
Black Gram/Image_728.jpg,Black Gram,3.0,1
Adzuki Beans/Image_722.jpg,Adzuki Beans,3.0,0
Dew Bean/Image_949.jpg,Dew Bean,3.0,3
Split & Skinned Black Gram/Image_55.jpg,Split & Skinned Black Gram,3.0,9
Red Kidney Beans/Image_330.jpg,Red Kidney Beans,3.0,7
White Kidney Beans/Image_803.jpg,White Kidney Beans,3.0,12
Yellow Lentils/Image_826.jpg,Yellow Lentils,3.0,13
Split Black Gram/Image_294.jpg,Split Black Gram,3.0,10
Red Lentils/Image_405.jpg,Red Lentils,3.0,8
Black Gram/Image_489.jpg,Black Gram,3.0,1
Split & Skinned Black Gram/Image_842fga (171).jpg,Split & Skinned Black Gram,3.0,9
Split & Skinned Black Gram/Image_917.jpg,Split & Skinned Black Gram,3.0,9
Chickpeas/Image_606.jpg,Chickpeas,2.0,2
Red Lentils/Image_192.jpg,Red Lentils,3.0,8
Chickpeas/Image_144.jpg,Chickpeas,2.0,2
Red Lentils/Image_288.jpg,Red Lentils,3.0,8
Yellow Lentils/Image_23.jpg,Yellow Lentils,3.0,13
Green Chickpeas/Image_931.jpg,Green Chickpeas,3.0,4
Red Lentils/Image_471.jpg,Red Lentils,3.0,8
Yellow Lentils/Image_627.jpg,Yellow Lentils,3.0,13
Yellow Lentils/Image_898.jpg,Yellow Lentils,3.0,13
Green Chickpeas/Image_363.jpg,Green Chickpeas,3.0,4
Dew Bean/Image_783.jpg,Dew Bean,3.0,3
Chickpeas/Image_987.jpg,Chickpeas,2.0,2
Red Kidney Beans/Image_433.jpg,Red Kidney Beans,3.0,7
Black Gram/Image_312.jpg,Black Gram,3.0,1
Red Kidney Beans/Image_761.jpg,Red Kidney Beans,3.0,7
Pinto Beans/Image_895.jpg,Pinto Beans,3.0,6
Adzuki Beans/Image_946.jpg,Adzuki Beans,3.0,0
Adzuki Beans/Image_720.jpg,Adzuki Beans,3.0,0
White Kidney Beans/Image_150.jpg,White Kidney Beans,3.0,12
